Bucket,start-x,start-y,goal-x,goal-y,dist,time(ms),optimal
4,435,402,449,409,16.9,140.0,16.9
112,55,459,334,148,454.68,352.0,450.58
67,306,214,145,396,273.29,218.0,269.78
111,105,187,476,311,459.48,384.0,445.52
34,320,278,423,340,139.23,147.0,137.47
110,138,228,499,294,449.88,909.0,442.71
92,4,488,353,461,376.02,237.0,370.95
59,353,343,144,375,238.58,188.0,238.82
69,390,117,503,331,284.91,187.0,277.53
127,87,126,339,412,518.14,457.0,511.6
71,329,110,491,97,296.52,315.0,287.98
124,212,508,264,158,509.85,310.0,499.75
43,419,294,357,427,180.38,198.0,173.35
49,81,334,33,196,198.98,265.0,197.81
17,213,344,257,299,74.94,75.0,71.67
109,92,286,286,497,441.49,967.0,438.46
69,179,194,329,397,283.29,308.0,279.19
55,277,300,456,396,223.35,79.0,222.42
58,297,245,315,449,238.55,236.0,232.99
85,14,190,277,222,352.46,384.0,340.02
90,169,414,331,463,376.42,399.0,363.94
123,95,300,487,81,497.83,623.0,494.31
118,32,449,389,220,478.22,543.0,473.53
75,300,70,416,24,322.48,251.0,300.82
57,473,269,457,69,234.27,177.0,230.75
89,385,167,346,496,360.17,293.0,358.41
100,187,454,297,432,408.45,421.0,400.21
41,334,181,435,305,168.76,84.0,165.84
59,209,233,362,392,241.12,159.0,239.36
37,342,294,252,355,154.88,140.0,150.54
87,277,302,467,47,367.13,417.0,351.66
81,366,261,266,474,330.66,520.0,326.66
31,328,473,322,376,129.12,197.0,127.37
70,176,190,346,383,292.71,227.0,282.75
50,197,345,150,223,205.51,268.0,200.58
78,158,363,155,132,316.11,689.0,312.25
53,369,262,298,444,220.87,225.0,214.72
68,259,423,200,212,283.34,295.0,273.54
103,251,163,200,450,421.66,933.0,412.15
46,292,221,393,362,187.52,208.0,185.18
54,98,490,173,325,219.71,145.0,216.78
25,397,351,377,435,104.33,144.0,100.57
76,281,262,85,467,315.13,134.0,307.76
80,383,244,191,417,332.38,474.0,322.28
29,399,361,369,458,119.81,139.0,116.05
100,502,280,210,157,410.49,435.0,403.7
74,356,486,78,464,304.57,252.0,298.57
112,271,121,35,445,453.04,635.0,449.29
55,394,345,223,259,230.2,259.0,220.1
47,463,336,392,188,189.69,131.0,188.76
80,146,404,352,201,334.02,397.0,321.13
91,273,265,79,162,384.14,716.0,364.67
42,357,143,214,186,170.27,131.0,168.27
24,474,312,400,252,98.85,80.0,98.85
112,145,134,321,456,460.76,587.0,449.24
71,486,93,333,108,291.18,304.0,286.15
50,242,502,51,477,205.36,189.0,202.18
68,445,361,225,237,278.39,236.0,274.29
52,172,388,72,230,212.29,220.0,210.53
75,90,195,38,165,305.26,309.0,302.33
42,371,323,357,170,183.81,195.0,169.77
82,274,124,127,381,331.36,273.0,329.02
90,198,108,347,407,367.75,157.0,361.89
78,147,131,204,386,319.68,274.0,314.17
102,120,62,208,298,409.97,217.0,408.11
12,372,137,337,168,49.6,128.0,49.01
60,351,409,193,381,246.11,257.0,242.25
54,300,351,260,495,231.44,229.0,218.23
83,91,345,265,392,337.53,694.0,333.09
24,372,86,295,113,101.94,76.0,98.08
