Bucket,start-x,start-y,goal-x,goal-y,dist,time(ms),optimal
25,100,451,121,358,106.18,22.2,101.7
7,22,440,50,443,29.24,11.8,29.24
127,160,463,399,208,515.67,161.0,511.09
106,475,331,103,437,427.61,96.2,424.78
116,465,257,141,398,481.32,234.4,466.59
9,149,380,136,413,56.73,14.0,39.21
110,494,347,131,389,461.66,132.4,441.7
20,164,477,237,467,98.56,14.8,83.28
41,370,414,223,428,171.71,23.6,166.88
58,270,79,427,227,240.22,70.4,234.71
87,359,181,384,360,357.1,164.6,351.83
52,389,158,360,144,218.28,57.2,209.74
65,88,389,322,450,265.85,58.4,260.1
124,77,410,435,306,509.24,203.2,497.0
9,30,415,58,392,37.53,12.2,37.53
30,112,384,160,486,121.88,10.4,121.88
55,467,302,318,437,239.08,71.2,220.15
48,360,392,194,437,194.92,22.4,192.44
38,104,360,202,461,157.65,26.8,152.72
20,456,275,450,342,88.6,21.6,80.36
37,296,444,154,468,163.25,19.2,151.94
123,228,206,345,419,507.87,151.2,495.33
93,131,461,456,340,378.63,76.0,375.12
15,325,119,276,84,63.5,7.4,63.5
76,487,375,404,118,328.15,90.2,307.81
48,311,463,123,453,192.14,21.2,192.14
119,438,240,160,395,484.77,241.6,476.19
53,488,351,332,435,252.01,76.2,214.88
32,67,389,185,420,169.23,51.2,130.84
104,377,393,308,102,426.01,134.8,418.74
36,126,371,222,471,152.11,12.2,144.45
17,120,471,69,429,89.91,13.6,71.91
127,453,292,51,432,526.48,152.2,511.65
36,311,415,428,343,148.82,17.6,146.82
102,403,423,303,189,427.97,158.4,408.11
121,483,371,87,459,492.43,102.8,486.58
115,47,449,458,328,471.85,163.6,463.61
86,422,222,302,461,366.79,128.6,344.73
37,443,341,328,423,154.24,28.2,148.97
19,118,479,109,405,111.73,18.8,78.9
21,342,418,269,454,87.91,18.0,87.91
57,426,371,237,469,239.21,34.4,229.59
86,421,359,113,446,348.87,38.8,344.04
17,73,423,120,466,97.15,27.8,69.5
103,360,381,284,217,425.45,177.8,412.07
51,56,477,253,468,217.94,26.4,206.53
47,371,415,486,369,202.72,71.0,190.62
58,333,411,463,266,239.55,62.6,232.04
90,196,440,434,314,386.48,122.4,363.26
81,364,373,369,221,346.4,101.6,325.03
54,293,203,458,254,220.51,44.8,218.41
83,420,398,140,365,346.85,62.4,333.19
7,305,141,282,156,29.21,13.0,29.21
15,384,384,410,435,70.11,9.2,63.43
