Bucket,start-x,start-y,goal-x,goal-y,dist,time(ms),optimal
36,113,396,175,288,150.11,36.0,147.76
6,114,375,139,380,27.07,18.0,27.07
85,63,423,194,162,344.33,59.0,342.82
89,453,253,165,369,370.88,56.0,358.53
77,452,214,236,333,317.94,45.0,310.87
44,195,315,360,344,184.81,31.0,179.5
66,173,272,398,325,270.49,57.0,265.18
3,82,436,90,424,15.31,18.0,15.31
33,288,345,167,355,142.98,21.0,134.25
97,235,140,363,341,398.71,90.0,388.36
42,300,113,436,189,181.48,38.0,168.65
72,217,139,142,382,290.25,37.0,288.15
107,403,144,236,290,437.98,86.0,431.43
36,388,136,252,131,146.46,23.0,145.53
87,67,462,181,174,348.48,39.0,349.3
41,229,325,94,396,170.27,28.0,164.41
40,258,342,160,227,168.48,37.0,163.79
45,358,345,186,328,185.43,38.0,180.7
45,216,320,84,443,187.05,22.0,182.95
109,446,224,111,371,447.61,64.0,438.29
26,229,328,141,370,107.74,23.0,105.4
39,195,290,116,415,158.31,25.0,157.72
99,445,218,182,264,412.99,80.0,396.75
12,106,384,89,425,48.04,20.0,48.04
107,278,123,86,435,435.24,62.0,430.22
66,216,328,257,126,270.87,49.0,267.01
74,405,159,314,348,305.08,41.0,298.74
49,93,415,179,262,201.74,44.0,199.98
2,296,122,292,114,9.66,10.0,9.66
64,194,308,277,122,264.58,51.0,259.55
6,101,419,118,400,26.04,18.0,26.04
33,175,207,184,331,134.94,24.0,134.36
32,169,278,133,367,129.99,24.0,128.24
14,222,325,175,349,56.94,21.0,56.94
75,224,329,286,118,308.08,62.0,303.63
41,190,302,103,429,165.28,35.0,164.69
23,85,429,132,356,92.47,13.0,92.47
41,169,219,157,360,166.78,26.0,165.02
23,174,346,181,265,93.6,29.0,93.01
64,261,351,210,148,264.01,49.0,257.81
91,419,302,111,411,377.09,45.0,365.68
49,102,392,163,251,200.84,38.0,199.08
127,434,184,101,416,522.39,85.0,511.9
24,175,263,182,351,99.18,26.0,99.18
40,48,438,170,339,0.0,21.0,163.01
17,159,348,122,403,70.33,20.0,70.33
52,230,302,71,427,213.12,50.0,210.78
36,237,289,131,386,146.18,34.0,146.18
21,138,351,101,422,86.33,28.0,86.33
104,182,317,426,172,424.12,95.0,419.88
16,47,436,109,425,0.0,19.0,66.56
88,218,142,77,412,358.65,53.0,354.79
13,193,346,216,300,56.11,12.0,55.53
43,259,343,165,217,181.58,38.0,173.14
48,114,376,167,235,196.55,35.0,194.79
34,421,304,438,178,142.5,20.0,139.67
78,196,157,449,213,314.91,50.0,312.81
22,173,334,245,295,88.15,22.0,88.15
3,375,129,387,135,14.49,18.0,14.49
18,190,321,137,367,72.05,21.0,72.05
6,66,449,50,431,24.63,9.0,24.63
25,142,351,182,282,104.98,24.0,103.23
35,116,364,181,274,145.37,19.0,143.02
11,448,225,442,182,47.14,12.0,45.49
85,228,338,438,190,350.35,59.0,341.62
107,381,143,167,358,438.91,69.0,431.78
112,376,135,150,378,457.05,67.0,450.5
112,385,147,152,362,453.02,70.0,448.23
111,258,124,44,436,0.0,135.0,445.19
81,314,120,221,327,338.45,40.0,327.56
69,204,152,444,187,280.87,29.0,279.35
14,128,380,176,358,57.11,12.0,57.11
29,146,348,82,441,119.51,30.0,119.51
12,165,346,124,367,49.7,20.0,49.7
33,364,127,239,138,137.56,21.0,134.87
87,197,327,347,124,354.82,68.0,350.62
26,280,123,193,166,108.91,30.0,104.81
29,206,309,120,388,118.72,22.0,118.72
25,252,336,163,365,105.01,20.0,102.67
23,304,120,221,145,96.28,17.0,93.36
90,71,466,187,166,363.06,47.0,362.13
127,92,412,376,135,513.9,127.0,511.46
119,90,408,347,123,480.27,108.0,477.83
123,318,109,56,427,505.04,78.0,495.67
57,381,339,412,153,233.35,44.0,229.35
93,208,147,432,286,379.74,64.0,374.22
12,87,423,120,388,48.67,13.0,48.67
69,440,268,210,333,283.79,38.0,277.89
11,248,337,217,306,47.94,23.0,47.36
65,194,351,241,129,267.51,59.0,263.65
22,210,329,137,366,88.33,25.0,88.33
127,448,237,60,454,518.57,67.0,511.5
27,197,337,116,410,114.17,26.0,111.24
58,143,363,360,344,240.37,48.0,235.64
93,312,117,142,363,382.39,57.0,373.85
11,129,393,96,427,47.67,20.0,47.67
13,90,409,135,392,52.04,19.0,52.04
26,77,446,130,362,105.95,34.0,105.95
7,70,420,78,448,31.31,11.0,31.31
18,160,349,222,321,73.6,26.0,73.6
77,223,147,117,392,315.05,41.0,309.43
119,71,415,326,124,481.59,94.0,479.14
40,193,347,178,193,161.87,30.0,162.7
51,370,344,437,180,209.65,29.0,206.24
39,137,353,165,242,157.85,35.0,156.1
93,165,250,428,182,388.08,59.0,375.43
68,252,124,202,345,277.31,32.0,274.04
79,422,177,269,347,331.94,61.0,318.28
44,190,325,60,443,178.88,61.0,178.88
31,174,216,198,332,127.11,28.0,125.94
93,302,355,355,132,380.58,66.0,374.82
43,409,312,255,339,179.47,37.0,173.57
50,51,434,188,306,209.63,38.0,203.29
105,446,254,107,399,430.96,71.0,423.89
70,192,301,302,109,287.14,62.0,282.11
30,169,260,252,340,121.41,37.0,120.24
118,129,393,442,183,476.3,85.0,472.06
16,142,350,196,317,67.67,24.0,67.67
78,404,316,171,233,327.08,45.0,315.32
82,285,354,413,154,332.98,56.0,330.15
88,365,343,314,118,358.23,66.0,353.65
16,179,295,185,352,71.14,12.0,65.28
6,336,349,359,345,25.24,19.0,24.66
88,177,261,410,155,356.97,63.0,352.18
25,168,342,262,344,102.04,29.0,101.46
94,142,358,452,249,382.56,87.0,379.39
120,131,361,426,164,486.09,103.0,482.43
27,68,426,148,351,111.07,28.0,111.07
58,304,347,170,200,241.65,25.0,234.72
91,239,329,336,126,372.25,69.0,364.53
119,444,202,111,410,487.76,80.0,477.27
100,172,351,368,127,407.28,95.0,403.08
80,383,131,174,270,332.51,54.0,323.82
46,192,337,369,339,192.25,47.0,186.94
39,154,349,167,222,163.05,33.0,156.61
46,138,372,160,222,187.38,40.0,185.62
87,445,250,195,158,354.74,63.0,350.39
122,59,449,308,109,493.88,129.0,491.78
103,115,391,447,251,422.48,95.0,415.99
106,400,157,237,301,439.15,98.0,427.48
3,86,438,87,425,13.41,20.0,13.41
43,162,368,315,352,179.23,27.0,174.54
100,363,134,166,351,409.42,70.0,403.46
93,436,282,112,372,382.05,44.0,375.56
2,85,433,91,424,11.49,20.0,11.49
25,153,378,233,332,102.57,19.0,100.23
117,449,227,98,420,478.07,68.0,469.83
7,77,422,102,409,30.38,20.0,30.38
59,403,321,183,337,243.3,45.0,237.4
75,410,146,168,212,305.97,38.0,301.52
37,82,406,195,320,149.21,18.0,148.62
29,195,310,129,399,117.51,28.0,116.34
85,199,321,447,223,345.18,76.0,341.76
121,413,153,138,351,489.43,100.0,484.65
109,147,357,379,139,444.29,104.0,438.33
6,184,341,195,320,25.56,10.0,25.56
50,122,395,291,356,209.24,32.0,203.38
6,198,153,188,176,27.14,11.0,27.14
93,181,322,366,134,381.31,85.0,374.76
41,234,139,182,269,169.98,35.0,165.54
124,446,247,51,430,508.46,93.0,499.73
76,110,421,370,343,316.01,59.0,305.42
11,99,395,143,387,49.8,21.0,47.31
77,201,321,449,253,313.18,70.0,310.59
17,174,288,186,348,79.7,16.0,69.94
40,164,342,175,201,165.74,27.0,161.4
34,222,143,351,123,139.87,35.0,138.11
69,235,131,148,347,283.45,49.0,278.42
97,181,271,452,221,392.99,86.0,389.23
70,445,251,251,127,286.89,53.0,282.55
44,180,299,97,430,180.01,37.0,177.08
89,196,338,445,206,365.01,71.0,358.04
7,184,348,160,367,31.87,20.0,31.87
52,225,318,212,145,218.17,51.0,211.97
30,112,412,204,344,120.75,10.0,120.17
47,236,326,183,168,193.95,27.0,191.27
14,193,334,235,298,56.91,20.0,56.91
36,115,392,175,288,146.45,26.0,144.11
95,437,190,174,248,388.81,70.0,381.43
8,179,357,150,346,33.56,25.0,33.56
121,68,449,453,255,492.19,124.0,487.26
71,432,293,297,110,290.25,59.0,286.84
1,117,375,114,372,4.24,10.0,4.24
69,172,225,379,132,283.44,46.0,276.07
16,99,406,133,356,64.08,20.0,64.08
62,255,120,218,305,256.79,46.0,251.76
31,67,450,136,354,124.58,37.0,124.58
