Bucket,start-x,start-y,goal-x,goal-y,dist,time(ms),optimal
25,100,451,121,358,106.18,22.2,101.7
7,22,440,50,443,45.73,11.6,29.24
127,160,463,399,208,515.67,162.4,511.09
106,475,331,103,437,430.78,96.2,424.78
116,465,257,141,398,481.32,236.4,466.59
9,149,380,136,413,56.73,13.6,39.21
110,494,347,131,389,461.66,130.8,441.7
20,164,477,237,467,98.56,14.6,83.28
41,370,414,223,428,171.71,23.2,166.88
58,270,79,427,227,240.22,70.2,234.71
87,359,181,384,360,357.93,166.2,351.83
52,389,158,360,144,218.28,56.8,209.74
65,88,389,322,450,265.85,58.8,260.1
124,77,410,435,306,509.24,205.8,497.0
9,30,415,58,392,63.87,12.8,37.53
30,112,384,160,486,121.88,10.8,121.88
55,467,302,318,437,239.08,72.2,220.15
48,360,392,194,437,204.82,22.0,192.44
38,104,360,202,461,157.65,26.8,152.72
20,456,275,450,342,88.6,21.6,80.36
37,296,444,154,468,163.25,19.8,151.94
123,228,206,345,419,509.04,152.2,495.33
93,131,461,456,340,390.49,75.8,375.12
15,325,119,276,84,64.33,7.4,63.5
76,487,375,404,118,328.15,91.2,307.81
48,311,463,123,453,200.28,21.2,192.14
119,438,240,160,395,487.7,244.6,476.19
53,488,351,332,435,252.01,76.6,214.88
32,67,389,185,420,169.23,52.0,130.84
104,377,393,308,102,428.36,137.0,418.74
36,126,371,222,471,152.11,12.6,144.45
17,120,471,69,429,90.5,13.4,71.91
127,453,292,51,432,526.48,153.6,511.65
36,311,415,428,343,149.41,17.6,146.82
102,403,423,303,189,428.56,158.4,408.11
121,483,371,87,459,495.61,103.2,486.58
115,47,449,458,328,471.85,163.4,463.61
86,422,222,302,461,366.79,126.6,344.73
37,443,341,328,423,154.24,25.4,148.97
19,118,479,109,405,111.73,18.8,78.9
21,342,418,269,454,98.5,18.0,87.91
57,426,371,237,469,239.21,34.0,229.59
86,421,359,113,446,351.45,38.4,344.04
17,73,423,120,466,100.67,23.4,69.5
103,360,381,284,217,426.03,176.6,412.07
51,56,477,253,468,217.94,25.4,206.53
47,371,415,486,369,202.72,71.6,190.62
58,333,411,463,266,239.55,62.0,232.04
90,196,440,434,314,386.48,123.0,363.26
81,364,373,369,221,346.99,101.6,325.03
54,293,203,458,254,223.34,45.2,218.41
83,420,398,140,365,346.85,61.0,333.19
7,305,141,282,156,44.63,12.6,29.21
15,384,384,410,435,70.11,9.2,63.43
7,115,493,133,472,36.94,10.8,28.46
91,96,423,417,354,376.29,104.6,367.81
111,16,434,415,349,459.81,137.0,447.66
69,464,304,251,224,283.79,64.6,279.11
29,324,196,421,226,123.57,23.6,116.05
98,423,442,53,431,410.78,76.2,394.44
35,211,418,95,484,145.1,10.2,143.34
35,180,415,304,435,155.88,21.2,140.57
23,352,134,339,162,96.5,19.0,92.64
37,224,122,338,212,157.62,24.4,151.28
88,424,376,101,447,358.17,30.4,352.41
20,90,402,21,435,87.5,11.4,82.67
42,218,112,356,182,184.94,35.6,169.48
83,404,186,381,357,340.82,148.4,335.55
43,268,466,102,447,187.04,17.6,173.87
113,453,345,60,398,464.37,102.6,453.89
82,149,403,429,374,340.02,62.4,331.53
119,377,423,242,139,497.64,212.8,479.06
22,185,393,122,435,106.84,15.0,89.18
112,435,312,128,498,458.24,110.0,450.97
62,439,402,214,458,263.27,43.2,248.2
17,234,433,172,413,72.87,14.0,70.28
61,282,449,46,470,255.87,32.0,244.7
21,244,457,162,449,97.7,13.4,85.31
27,103,490,16,433,124.85,19.2,110.61
8,128,464,139,492,79.73,11.2,32.56
10,115,420,95,385,50.84,13.0,43.28
111,203,413,431,222,454.04,133.2,447.22
44,423,425,466,319,206.97,45.0,179.11
37,446,327,417,223,153.37,25.4,148.78
90,369,220,323,417,375.86,138.8,363.66
38,194,388,88,486,167.48,17.6,153.04
49,460,263,393,396,216.71,69.8,197.24
116,426,428,283,147,504.93,190.2,465.75
6,57,379,59,406,38.8,11.2,27.83
36,62,475,150,374,153.17,41.4,144.48
67,446,332,225,452,284.12,50.8,270.71
127,374,370,256,58,525.9,181.0,508.04
92,423,338,122,407,377.65,70.2,368.09
90,283,449,410,224,375.0,95.6,362.9
