Bucket,start-x,start-y,goal-x,goal-y,dist,time(ms),optimal
36,113,396,175,288,150.11,36.0,147.76
6,114,375,139,380,27.07,18.0,27.07
85,63,423,194,162,344.92,59.0,342.82
89,453,253,165,369,368.53,56.0,358.53
77,452,214,236,333,316.18,44.0,310.87
44,195,315,360,344,183.64,29.0,179.5
66,173,272,398,325,269.32,57.0,265.18
3,82,436,90,424,15.31,18.0,15.31
33,288,345,167,355,135.43,20.0,134.25
97,235,140,363,341,401.05,91.0,388.36
42,300,113,436,189,179.72,38.0,168.65
72,217,139,142,382,287.91,38.0,288.15
107,403,144,236,290,438.56,93.0,431.43
36,388,136,252,131,147.04,29.0,145.53
87,67,462,181,174,348.48,38.0,349.3
41,229,325,94,396,164.41,28.0,164.41
40,258,342,160,227,167.31,36.0,163.79
45,358,345,186,328,185.43,38.0,180.7
45,216,320,84,443,184.12,22.0,182.95
109,446,224,111,371,445.85,62.0,438.29
26,229,328,141,370,105.4,23.0,105.4
39,195,290,116,415,157.72,24.0,157.72
99,445,218,182,264,411.23,79.0,396.75
12,106,384,89,425,48.04,19.0,48.04
107,278,123,86,435,435.83,61.0,430.22
66,216,328,257,126,267.35,50.0,267.01
74,405,159,314,348,303.32,41.0,298.74
49,93,415,179,262,201.74,44.0,199.98
2,296,122,292,114,9.66,10.0,9.66
64,194,308,277,122,259.89,52.0,259.55
6,101,419,118,400,26.04,18.0,26.04
33,175,207,184,331,134.94,24.0,134.36
32,169,278,133,367,129.99,22.0,128.24
14,222,325,175,349,56.94,21.0,56.94
75,224,329,286,118,304.56,63.0,303.63
41,190,302,103,429,165.28,33.0,164.69
23,85,429,132,356,92.47,13.0,92.47
41,169,219,157,360,165.02,26.0,165.02
23,174,346,181,265,93.6,27.0,93.01
64,261,351,210,148,260.49,50.0,257.81
91,419,302,111,411,369.09,45.0,365.68
49,102,392,163,251,200.84,36.0,199.08
127,434,184,101,416,522.39,86.0,511.9
24,175,263,182,351,99.18,26.0,99.18
40,48,438,170,339,0.0,19.0,163.01
17,159,348,122,403,70.33,21.0,70.33
52,230,302,71,427,211.95,48.0,210.78
36,237,289,131,386,147.35,33.0,146.18
21,138,351,101,422,86.33,27.0,86.33
104,182,317,426,172,423.53,96.0,419.88
16,47,436,109,425,0.0,19.0,66.56
88,218,142,77,412,357.48,54.0,354.79
13,193,346,216,300,56.11,12.0,55.53
43,259,343,165,217,177.82,37.0,173.14
48,114,376,167,235,196.55,36.0,194.79
34,421,304,438,178,143.08,20.0,139.67
78,196,157,449,213,313.15,56.0,312.81
22,173,334,245,295,88.15,22.0,88.15
3,375,129,387,135,14.49,18.0,14.49
18,190,321,137,367,72.05,22.0,72.05
6,66,449,50,431,24.63,9.0,24.63
25,142,351,182,282,104.98,23.0,103.23
35,116,364,181,274,145.37,19.0,143.02
11,448,225,442,182,47.14,12.0,45.49
85,228,338,438,190,348.59,61.0,341.62
107,381,143,167,358,435.39,78.0,431.78
112,376,135,150,378,453.53,85.0,450.5
112,385,147,152,362,449.5,78.0,448.23
111,258,124,44,436,0.0,134.0,445.19
81,314,120,221,327,334.94,46.0,327.56
69,204,152,444,187,279.11,34.0,279.35
14,128,380,176,358,57.11,12.0,57.11
29,146,348,82,441,119.51,28.0,119.51
12,165,346,124,367,49.7,18.0,49.7
33,364,127,239,138,136.38,24.0,134.87
87,197,327,347,124,352.48,77.0,350.62
26,280,123,193,166,106.57,31.0,104.81
29,206,309,120,388,118.72,21.0,118.72
25,252,336,163,365,103.25,20.0,102.67
23,304,120,221,145,93.36,17.0,93.36
90,71,466,187,166,361.89,47.0,362.13
127,92,412,376,135,513.32,133.0,511.46
119,90,408,347,123,480.27,112.0,477.83
123,318,109,56,427,498.6,80.0,495.67
57,381,339,412,153,232.76,43.0,229.35
93,208,147,432,286,377.98,71.0,374.22
12,87,423,120,388,48.67,13.0,48.67
69,440,268,210,333,283.79,39.0,277.89
11,248,337,217,306,47.94,22.0,47.36
65,194,351,241,129,263.99,60.0,263.65
22,210,329,137,366,88.33,24.0,88.33
127,448,237,60,454,518.57,67.0,511.5
27,197,337,116,410,114.17,24.0,111.24
58,143,363,360,344,240.37,46.0,235.64
93,312,117,142,363,377.71,56.0,373.85
11,129,393,96,427,47.67,20.0,47.67
13,90,409,135,392,52.04,19.0,52.04
26,77,446,130,362,105.95,32.0,105.95
7,70,420,78,448,31.31,11.0,31.31
18,160,349,222,321,73.6,25.0,73.6
77,223,147,117,392,313.29,39.0,309.43
119,71,415,326,124,480.42,99.0,479.14
40,193,347,178,193,161.87,29.0,162.7
51,370,344,437,180,208.48,29.0,206.24
39,137,353,165,242,157.85,34.0,156.1
93,165,250,428,182,380.46,67.0,375.43
68,252,124,202,345,275.55,32.0,274.04
79,422,177,269,347,326.28,61.0,318.28
44,190,325,60,443,178.88,61.0,178.88
31,174,216,198,332,125.94,28.0,125.94
93,302,355,355,132,377.65,64.0,374.82
43,409,312,255,339,178.88,37.0,173.57
50,51,434,188,306,209.05,38.0,203.29
105,446,254,107,399,430.37,70.0,423.89
70,192,301,302,109,282.45,62.0,282.11
30,169,260,252,340,121.41,37.0,120.24
118,129,393,442,183,482.55,86.0,472.06
16,142,350,196,317,67.67,23.0,67.67
78,404,316,171,233,328.98,45.0,315.32
82,285,354,413,154,332.39,56.0,330.15
88,365,343,314,118,357.06,66.0,353.65
16,179,295,185,352,71.14,12.0,65.28
6,336,349,359,345,24.66,20.0,24.66
88,177,261,410,155,352.28,69.0,352.18
25,168,342,262,344,101.46,28.0,101.46
94,142,358,452,249,384.71,86.0,379.39
120,131,361,426,164,489.99,102.0,482.43
27,68,426,148,351,111.07,27.0,111.07
58,304,347,170,200,238.24,26.0,234.72
91,239,329,336,126,370.49,78.0,364.53
119,444,202,111,410,486.59,78.0,477.27
100,172,351,368,127,404.35,105.0,403.08
80,383,131,174,270,327.1,65.0,323.82
46,192,337,369,339,193.43,46.0,186.94
39,154,349,167,222,158.37,33.0,156.61
46,138,372,160,222,187.38,37.0,185.62
87,445,250,195,158,352.98,68.0,350.39
122,59,449,308,109,493.88,127.0,491.78
103,115,391,447,251,421.3,93.0,415.99
106,400,157,237,301,440.32,101.0,427.48
3,86,438,87,425,13.41,20.0,13.41
43,162,368,315,352,175.71,24.0,174.54
100,363,134,166,351,405.32,75.0,403.46
93,436,282,112,372,378.74,42.0,375.56
2,85,433,91,424,11.49,20.0,11.49
25,153,378,233,332,101.98,18.0,100.23
117,449,227,98,420,476.32,66.0,469.83
7,77,422,102,409,30.38,19.0,30.38
59,403,321,183,337,243.3,42.0,237.4
75,410,146,168,212,305.38,51.0,301.52
37,82,406,195,320,149.21,17.0,148.62
29,195,310,129,399,117.51,26.0,116.34
85,199,321,447,223,345.18,73.0,341.76
121,413,153,138,351,489.43,113.0,484.65
109,147,357,379,139,439.61,109.0,438.33
6,184,341,195,320,25.56,10.0,25.56
50,122,395,291,356,207.72,30.0,203.38
6,198,153,188,176,27.14,10.0,27.14
93,181,322,366,134,377.79,96.0,374.76
41,234,139,182,269,167.64,33.0,165.54
124,446,247,51,430,507.87,90.0,499.73
76,110,421,370,343,310.74,57.0,305.42
11,99,395,143,387,47.31,20.0,47.31
77,201,321,449,253,312.01,67.0,310.59
17,174,288,186,348,79.7,14.0,69.94
40,164,342,175,201,165.74,26.0,161.4
34,222,143,351,123,138.7,36.0,138.11
69,235,131,148,347,281.11,48.0,278.42
97,181,271,452,221,393.58,85.0,389.23
70,445,251,251,127,285.14,56.0,282.55
44,180,299,97,430,180.59,35.0,177.08
89,196,338,445,206,366.76,71.0,358.04
7,184,348,160,367,31.87,20.0,31.87
52,225,318,212,145,217.82,51.0,211.97
30,112,412,204,344,120.75,10.0,120.17
47,236,326,183,168,194.54,27.0,191.27
14,193,334,235,298,56.91,20.0,56.91
36,115,392,175,288,146.45,25.0,144.11
95,437,190,174,248,387.63,73.0,381.43
8,179,357,150,346,33.56,22.0,33.56
121,68,449,453,255,497.84,120.0,487.26
71,432,293,297,110,289.66,58.0,286.84
1,117,375,114,372,4.24,10.0,4.24
69,172,225,379,132,280.51,52.0,276.07
16,99,406,133,356,64.08,20.0,64.08
62,255,120,218,305,256.79,46.0,251.76
31,67,450,136,354,124.58,36.0,124.58
