Bucket,start-x,start-y,goal-x,goal-y,dist,time(ms),optimal
25,100,451,121,358,105.01,22.4,101.7
7,22,440,50,443,29.24,11.6,29.24
127,160,463,399,208,513.67,164.2,511.09
106,475,331,103,437,429.36,96.8,424.78
116,465,257,141,398,476.83,232.6,466.59
9,149,380,136,413,44.38,13.6,39.21
110,494,347,131,389,449.8,131.4,441.7
20,164,477,237,467,82.46,14.6,83.28
41,370,414,223,428,171.12,25.0,166.88
58,270,79,427,227,235.88,73.8,234.71
87,359,181,384,360,358.27,165.2,351.83
52,389,158,360,144,212.76,57.4,209.74
65,88,389,322,450,260.1,59.6,260.1
124,77,410,435,306,501.0,204.2,497.0
9,30,415,58,392,37.53,12.6,37.53
30,112,384,160,486,121.88,11.0,121.88
55,467,302,318,437,226.84,74.2,220.15
48,360,392,194,437,194.92,22.4,192.44
38,104,360,202,461,153.89,27.0,152.72
20,456,275,450,342,82.94,21.2,80.36
37,296,444,154,468,153.7,19.6,151.94
123,228,206,345,419,505.87,154.0,495.33
93,131,461,456,340,376.88,78.0,375.12
15,325,119,276,84,63.5,7.4,63.5
76,487,375,404,118,321.46,90.8,307.81
48,311,463,123,453,194.14,21.4,192.14
119,438,240,160,395,485.94,242.8,476.19
53,488,351,332,435,242.74,76.6,214.88
32,67,389,185,420,137.43,51.6,130.84
104,377,393,308,102,424.84,136.2,418.74
36,126,371,222,471,145.04,12.6,144.45
17,120,471,69,429,73.08,14.2,71.91
127,453,292,51,432,519.06,154.8,511.65
36,311,415,428,343,148.82,18.2,146.82
102,403,423,303,189,418.07,160.2,408.11
121,483,371,87,459,492.43,104.2,486.58
115,47,449,458,328,467.26,167.8,463.61
86,422,222,302,461,354.35,125.8,344.73
37,443,341,328,423,151.31,26.8,148.97
19,118,479,109,405,84.66,18.6,78.9
21,342,418,269,454,89.67,18.2,87.91
57,426,371,237,469,234.28,34.8,229.59
86,421,359,113,446,347.45,38.6,344.04
17,73,423,120,466,75.36,23.6,69.5
103,360,381,284,217,420.52,179.4,412.07
51,56,477,253,468,205.7,27.2,206.53
47,371,415,486,369,195.65,73.0,190.62
58,333,411,463,266,235.21,63.2,232.04
90,196,440,434,314,366.68,124.2,363.26
81,364,373,369,221,330.3,102.4,325.03
54,293,203,458,254,219.92,45.6,218.41
83,420,398,140,365,335.68,63.0,333.19
7,305,141,282,156,29.21,12.4,29.21
15,384,384,410,435,63.43,9.6,63.43
7,115,493,133,472,28.46,10.6,28.46
91,96,423,417,354,370.98,107.4,367.81
111,16,434,415,349,454.05,140.0,447.66
69,464,304,251,224,283.79,67.4,279.11
29,324,196,421,226,116.98,24.2,116.05
98,423,442,53,431,401.37,78.2,394.44
35,211,418,95,484,143.34,10.8,143.34
35,180,415,304,435,143.64,22.8,140.57
23,352,134,339,162,90.98,20.6,92.64
37,224,122,338,212,152.45,25.2,151.28
88,424,376,101,447,357.92,32.6,352.41
20,90,402,21,435,82.67,11.8,82.67
42,218,112,356,182,178.11,35.6,169.48
83,404,186,381,357,339.65,149.2,335.55
43,268,466,102,447,175.04,19.0,173.87
113,453,345,60,398,460.48,102.8,453.89
82,149,403,429,374,338.61,63.4,331.53
119,377,423,242,139,493.16,212.2,479.06
22,185,393,122,435,90.36,15.6,89.18
112,435,312,128,498,455.9,110.2,450.97
62,439,402,214,458,249.37,43.0,248.2
17,234,433,172,413,70.28,14.0,70.28
61,282,449,46,470,249.87,33.0,244.7
21,244,457,162,449,85.31,13.6,85.31
27,103,490,16,433,112.95,19.6,110.61
8,128,464,139,492,32.56,10.8,32.56
10,115,420,95,385,44.46,12.8,43.28
111,203,413,431,222,453.46,134.2,447.22
44,423,425,466,319,189.89,43.4,179.11
37,446,327,417,223,153.12,25.2,148.78
90,369,220,323,417,370.1,137.2,363.66
38,194,388,88,486,155.38,17.2,153.04
49,460,263,393,396,211.44,70.2,197.24
116,426,428,283,147,484.44,188.4,465.75
6,57,379,59,406,27.83,10.8,27.83
36,62,475,150,374,147.41,41.2,144.48
67,446,332,225,452,272.46,50.8,270.71
127,374,370,256,58,514.14,178.2,508.04
92,423,338,122,407,372.92,71.6,368.09
90,283,449,410,224,367.24,97.2,362.9
11,371,421,390,381,50.21,16.4,47.87
97,169,381,471,312,396.63,106.0,390.63
113,336,427,294,200,463.01,204.4,455.4
125,455,411,324,103,513.74,149.0,500.85
95,394,364,61,425,386.69,48.6,381.87
44,202,421,35,415,178.6,39.8,178.6
47,452,339,379,201,194.38,41.6,188.87
45,201,409,29,413,184.43,42.0,182.77
54,395,430,416,327,227.48,68.6,216.69
48,296,468,119,423,195.64,24.2,195.64
71,432,417,429,233,296.91,77.8,286.12
121,430,393,354,130,500.09,205.8,486.03
86,259,146,461,346,352.03,129.8,344.27
90,424,402,95,406,366.04,74.6,363.79
118,88,420,458,294,479.55,195.8,475.55
87,210,438,454,293,353.23,114.0,348.75
46,410,328,377,204,190.38,12.8,185.69
61,242,448,435,329,246.98,48.0,245.81
10,110,480,149,468,43.97,11.2,43.97
27,225,436,323,425,113.08,16.2,110.01
105,476,354,128,438,429.71,123.0,422.78
1,241,474,242,467,7.41,11.2,7.41
123,169,455,407,211,495.04,158.6,492.46
13,56,442,81,397,55.36,11.6,55.36
81,434,307,240,464,332.3,73.4,327.96
