Bucket,start-x,start-y,goal-x,goal-y,dist,time(ms),optimal
36,113,396,175,288,152.11,35.0,147.76
6,114,375,139,380,27.07,18.0,27.07
85,63,423,194,162,347.16,57.0,342.82
89,453,253,165,369,376.05,56.0,358.53
77,452,214,236,333,315.01,43.0,310.87
44,195,315,360,344,184.23,30.0,179.5
66,173,272,398,325,278.35,55.0,265.18
3,82,436,90,424,15.31,19.0,15.31
33,288,345,167,355,145.33,19.0,134.25
97,235,140,363,341,409.78,86.0,388.36
42,300,113,436,189,185.82,39.0,168.65
72,217,139,142,382,293.76,36.0,288.15
107,403,144,236,290,450.42,83.0,431.43
36,388,136,252,131,148.46,22.0,145.53
87,67,462,181,174,349.06,36.0,349.3
41,229,325,94,396,164.41,27.0,164.41
40,258,342,160,227,170.24,36.0,163.79
45,358,345,186,328,192.25,36.0,180.7
45,216,320,84,443,184.95,22.0,182.95
109,446,224,111,371,447.5,60.0,438.29
26,229,328,141,370,107.74,22.0,105.4
39,195,290,116,415,159.14,23.0,157.72
99,445,218,182,264,415.96,78.0,396.75
12,106,384,89,425,48.04,21.0,48.04
107,278,123,86,435,437.0,59.0,430.22
66,216,328,257,126,272.87,46.0,267.01
74,405,159,314,348,302.74,40.0,298.74
49,93,415,179,262,207.98,43.0,199.98
2,296,122,292,114,9.66,10.0,9.66
64,194,308,277,122,269.51,49.0,259.55
6,101,419,118,400,26.04,18.0,26.04
33,175,207,184,331,134.94,23.0,134.36
32,169,278,133,367,130.58,22.0,128.24
14,222,325,175,349,56.94,21.0,56.94
75,224,329,286,118,311.59,61.0,303.63
41,190,302,103,429,168.45,33.0,164.69
23,85,429,132,356,92.47,13.0,92.47
41,169,219,157,360,172.44,24.0,165.02
23,174,346,181,265,113.5,27.0,93.01
64,261,351,210,148,275.52,48.0,257.81
91,419,302,111,411,376.16,43.0,365.68
49,102,392,163,251,200.84,37.0,199.08
127,434,184,101,416,524.63,82.0,511.9
24,175,263,182,351,109.08,25.0,99.18
40,48,438,170,339,0.0,18.0,163.01
17,159,348,122,403,70.33,20.0,70.33
52,230,302,71,427,210.78,47.0,210.78
36,237,289,131,386,146.18,34.0,146.18
21,138,351,101,422,86.33,26.0,86.33
104,182,317,426,172,432.26,91.0,419.88
16,47,436,109,425,0.0,19.0,66.56
88,218,142,77,412,364.99,50.0,354.79
13,193,346,216,300,56.11,11.0,55.53
43,259,343,165,217,183.58,35.0,173.14
48,114,376,167,235,197.14,34.0,194.79
34,421,304,438,178,143.33,19.0,139.67
78,196,157,449,213,319.59,47.0,312.81
22,173,334,245,295,88.15,22.0,88.15
3,375,129,387,135,14.49,18.0,14.49
18,190,321,137,367,72.05,21.0,72.05
6,66,449,50,431,24.63,9.0,24.63
25,142,351,182,282,108.98,26.0,103.23
35,116,364,181,274,149.85,18.0,143.02
11,448,225,442,182,47.14,11.0,45.49
85,228,338,438,190,353.42,55.0,341.62
107,381,143,167,358,446.08,66.0,431.78
112,376,135,150,378,459.63,63.0,450.5
112,385,147,152,362,456.78,66.0,448.23
111,258,124,44,436,0.0,127.0,445.19
81,314,120,221,327,336.11,40.0,327.56
69,204,152,444,187,284.97,25.0,279.35
14,128,380,176,358,57.11,12.0,57.11
29,146,348,82,441,119.51,28.0,119.51
12,165,346,124,367,49.7,18.0,49.7
33,364,127,239,138,138.97,19.0,134.87
87,197,327,347,124,361.51,66.0,350.62
26,280,123,193,166,114.91,28.0,104.81
29,206,309,120,388,118.72,20.0,118.72
25,252,336,163,365,114.53,19.0,102.67
23,304,120,221,145,98.28,17.0,93.36
90,71,466,187,166,363.3,44.0,362.13
127,92,412,376,135,517.66,118.0,511.46
119,90,408,347,123,484.03,103.0,477.83
123,318,109,56,427,504.7,77.0,495.67
57,381,339,412,153,241.11,42.0,229.35
93,208,147,432,286,386.08,61.0,374.22
12,87,423,120,388,48.67,13.0,48.67
69,440,268,210,333,282.04,38.0,277.89
11,248,337,217,306,58.63,22.0,47.36
65,194,351,241,129,272.92,56.0,263.65
22,210,329,137,366,88.33,24.0,88.33
127,448,237,60,454,521.16,64.0,511.5
27,197,337,116,410,114.17,24.0,111.24
58,143,363,360,344,240.95,45.0,235.64
93,312,117,142,363,385.32,55.0,373.85
11,129,393,96,427,47.67,20.0,47.67
13,90,409,135,392,52.04,18.0,52.04
26,77,446,130,362,105.95,31.0,105.95
7,70,420,78,448,31.31,10.0,31.31
18,160,349,222,321,73.6,26.0,73.6
77,223,147,117,392,319.53,38.0,309.43
119,71,415,326,124,484.76,89.0,479.14
40,193,347,178,193,166.11,28.0,162.7
51,370,344,437,180,211.07,29.0,206.24
39,137,353,165,242,162.44,34.0,156.1
93,165,250,428,182,391.15,56.0,375.43
68,252,124,202,345,283.17,31.0,274.04
79,422,177,269,347,325.35,59.0,318.28
44,190,325,60,443,178.88,56.0,178.88
31,174,216,198,332,141.46,28.0,125.94
93,302,355,355,132,382.58,63.0,374.82
43,409,312,255,339,178.3,34.0,173.57
50,51,434,188,306,210.22,36.0,203.29
105,446,254,107,399,436.03,67.0,423.89
70,192,301,302,109,300.79,58.0,282.11
30,169,260,252,340,136.92,36.0,120.24
118,129,393,442,183,484.55,81.0,472.06
16,142,350,196,317,67.67,23.0,67.67
78,404,316,171,233,332.15,43.0,315.32
82,285,354,413,154,339.56,54.0,330.15
88,365,343,314,118,361.06,62.0,353.65
16,179,295,185,352,71.73,12.0,65.28
6,336,349,359,345,24.66,19.0,24.66
88,177,261,410,155,358.72,63.0,352.18
25,168,342,262,344,111.21,27.0,101.46
94,142,358,452,249,396.56,81.0,379.39
120,131,361,426,164,501.5,98.0,482.43
27,68,426,148,351,111.07,26.0,111.07
58,304,347,170,200,246.97,25.0,234.72
91,239,329,336,126,375.42,67.0,364.53
119,444,202,111,410,491.76,73.0,477.27
100,172,351,368,127,418.45,90.0,403.08
80,383,131,174,270,347.44,52.0,323.82
46,192,337,369,339,196.25,45.0,186.94
39,154,349,167,222,163.05,33.0,156.61
46,138,372,160,222,186.79,36.0,185.62
87,445,250,195,158,357.32,60.0,350.39
122,59,449,308,109,496.47,122.0,491.78
103,115,391,447,251,422.72,91.0,415.99
106,400,157,237,301,442.66,90.0,427.48
3,86,438,87,425,13.41,20.0,13.41
43,162,368,315,352,177.71,24.0,174.54
100,363,134,166,351,412.84,64.0,403.46
93,436,282,112,372,380.29,40.0,375.56
2,85,433,91,424,11.49,19.0,11.49
25,153,378,233,332,117.5,16.0,100.23
117,449,227,98,420,476.32,63.0,469.83
7,77,422,102,409,30.38,19.0,30.38
59,403,321,183,337,247.3,41.0,237.4
75,410,146,168,212,315.04,35.0,301.52
37,82,406,195,320,150.28,17.0,148.62
29,195,310,129,399,132.92,26.0,116.34
85,199,321,447,223,366.39,71.0,341.76
121,413,153,138,351,491.19,93.0,484.65
109,147,357,379,139,446.29,100.0,438.33
6,184,341,195,320,25.56,10.0,25.56
50,122,395,291,356,205.97,29.0,203.38
6,198,153,188,176,27.14,10.0,27.14
93,181,322,366,134,389.65,83.0,374.76
41,234,139,182,269,184.47,32.0,165.54
124,446,247,51,430,510.11,85.0,499.73
76,110,421,370,343,324.45,53.0,305.42
11,99,395,143,387,47.31,21.0,47.31
77,201,321,449,253,336.74,67.0,310.59
17,174,288,186,348,82.63,14.0,69.94
40,164,342,175,201,165.74,26.0,161.4
34,222,143,351,123,152.11,33.0,138.11
69,235,131,148,347,293.55,46.0,278.42
97,181,271,452,221,404.65,81.0,389.23
70,445,251,251,127,289.14,50.0,282.55
44,180,299,97,430,183.91,36.0,177.08
89,196,338,445,206,365.84,67.0,358.04
7,184,348,160,367,31.87,20.0,31.87
52,225,318,212,145,226.51,48.0,211.97
30,112,412,204,344,121.34,9.0,120.17
47,236,326,183,168,195.95,25.0,191.27
14,193,334,235,298,56.91,21.0,56.91
36,115,392,175,288,148.45,24.0,144.11
95,437,190,174,248,403.05,64.0,381.43
8,179,357,150,346,33.56,23.0,33.56
121,68,449,453,255,509.84,115.0,487.26
71,432,293,297,110,295.08,57.0,286.84
1,117,375,114,372,4.24,10.0,4.24
69,172,225,379,132,287.54,44.0,276.07
16,99,406,133,356,64.08,19.0,64.08
62,255,120,218,305,279.72,45.0,251.76
31,67,450,136,354,124.58,35.0,124.58
96,426,169,225,313,400.12,73.0,385.05
125,93,406,372,127,506.86,115.0,500.66
46,239,129,176,282,196.47,33.0,185.2
36,162,231,156,348,165.27,29.0,147.27
113,130,384,366,137,462.99,111.0,455.62
8,296,120,330,120,34.0,11.0,34.0
24,194,308,126,374,116.71,18.0,99.44
34,335,351,225,303,143.25,32.0,139.84
102,389,133,187,339,427.87,68.0,408.35
10,234,337,194,329,43.9,22.0,43.31
22,164,340,180,270,95.84,24.0,89.5
112,453,232,115,414,456.66,62.0,448.17
102,223,314,395,149,427.59,100.0,410.85
9,179,342,212,328,38.8,10.0,38.8
17,247,343,184,340,75.8,22.0,69.21
122,438,183,113,392,498.62,93.0,489.3
24,284,123,378,128,99.24,15.0,96.9
93,224,316,427,178,380.61,62.0,373.05
113,104,391,443,223,462.79,95.0,455.82
51,178,267,79,411,221.15,46.0,207.74
96,445,259,134,386,397.65,56.0,386.09
88,191,348,328,117,358.41,79.0,352.21
51,174,200,132,373,211.99,42.0,207.65
34,241,344,134,394,147.02,22.0,136.58
16,449,235,430,175,68.46,23.0,67.87
88,409,162,254,342,369.78,60.0,355.15
81,356,131,347,349,333.92,60.0,326.75
45,150,374,306,355,183.85,35.0,181.27
105,423,163,240,290,432.48,74.0,420.68
16,168,241,183,301,66.21,24.0,66.21
103,180,182,435,283,427.26,107.0,413.75
100,387,329,223,144,418.85,94.0,403.68
94,384,333,270,113,382.33,63.0,376.58
0,436,280,438,281,2.41,10.0,2.41
99,449,233,137,360,406.71,63.0,399.98
92,443,202,192,347,385.42,64.0,370.59
36,207,333,99,425,155.38,26.0,146.11
11,169,351,142,384,44.18,19.0,44.18
46,293,352,174,238,191.99,36.0,186.14
93,355,346,308,110,377.03,75.0,374.2
74,389,329,134,397,307.69,47.0,296.28
6,238,343,262,346,25.24,11.0,25.24
57,402,326,232,290,238.27,22.0,228.95
46,438,270,295,355,188.99,30.0,187.58
23,102,382,183,350,94.25,16.0,94.25
33,390,143,268,117,136.77,29.0,132.77
80,285,122,165,351,326.52,50.0,320.91
56,198,157,247,343,240.72,31.0,226.52
67,131,353,382,335,278.64,54.0,269.23
1,307,108,302,110,5.83,19.0,5.83
7,446,233,442,203,40.24,21.0,31.66
68,344,347,102,403,282.69,45.0,275.97
30,205,154,163,258,126.67,18.0,121.4
25,168,349,92,411,101.68,28.0,101.68
49,307,347,173,239,208.89,30.0,197.48
50,209,145,202,323,215.23,36.0,203.27
16,98,392,145,350,64.4,24.0,64.4
39,178,288,308,353,162.68,37.0,156.92
35,109,407,221,332,147.99,31.0,143.07
32,164,360,62,430,130.99,31.0,130.99
38,192,333,78,430,154.18,32.0,154.18
51,403,320,212,333,216.47,32.0,207.98
16,69,432,110,381,67.98,24.0,67.98
15,120,386,154,340,60.08,11.0,60.08
35,157,348,74,456,142.38,31.0,142.38
62,65,431,175,247,255.02,53.0,251.26
24,108,409,179,339,99.99,42.0,99.99
66,362,345,117,367,271.02,52.0,264.88
2,132,372,125,379,9.9,20.0,9.9
88,443,204,207,341,371.35,62.0,352.28
98,215,312,388,148,405.25,82.0,394.61
13,135,379,91,406,55.18,24.0,55.18
71,85,409,335,348,291.35,54.0,286.87
14,227,294,246,342,72.01,26.0,56.7
40,197,340,350,346,174.94,42.0,161.28
102,397,330,230,142,417.09,88.0,408.65
75,241,337,269,117,312.05,68.0,303.26
68,142,353,396,326,290.78,56.0,275.95
24,118,393,189,326,98.75,31.0,98.75
59,244,132,208,319,244.24,28.0,239.21
88,184,325,350,119,362.99,74.0,353.28
34,124,386,178,283,140.38,35.0,136.97
42,360,345,209,306,177.78,36.0,168.81
57,218,141,238,294,249.51,41.0,229.79
95,437,192,234,292,394.36,75.0,381.39
90,321,113,172,355,377.11,59.0,361.74
76,374,336,99,386,312.38,39.0,307.65
65,181,338,416,304,280.34,52.0,262.2
47,194,315,72,456,191.53,16.0,191.53
15,312,121,253,124,60.24,26.0,60.24
4,188,346,203,340,17.49,20.0,17.49
1,431,176,435,174,4.83,10.0,4.83
30,152,345,63,427,122.97,34.0,122.97
74,146,360,411,309,304.79,71.0,299.24
34,207,302,112,400,137.35,11.0,137.35
2,89,436,79,435,10.41,20.0,10.41
16,100,418,144,369,67.23,23.0,67.23
26,160,253,224,330,111.95,26.0,105.27
100,424,174,197,315,411.5,81.0,403.95
96,95,435,418,310,402.23,103.0,387.3
7,87,413,79,441,31.31,20.0,31.31
98,395,155,200,308,405.76,55.0,394.88
5,114,374,134,369,22.07,21.0,22.07
67,95,420,176,200,266.81,39.0,268.22
30,157,367,64,440,123.24,45.0,123.24
12,160,252,182,291,54.11,13.0,49.28
1,250,334,245,333,5.41,11.0,5.41
118,142,344,418,158,487.5,143.0,473.71
14,205,315,176,269,58.01,24.0,58.01
65,317,347,96,424,273.08,22.0,263.66
81,422,169,272,341,335.08,59.0,324.01
120,97,406,357,131,489.52,123.0,483.32
96,172,277,426,162,403.21,90.0,387.49
32,136,347,257,339,132.21,23.0,128.46
7,161,350,187,340,30.14,22.0,30.14
88,314,121,251,334,369.08,50.0,355.36
97,185,335,431,189,414.39,88.0,391.76
51,273,114,179,259,207.51,16.0,204.24
117,306,111,67,427,486.29,62.0,471.84
7,155,341,155,370,29.0,20.0,29.0
5,88,414,76,430,20.97,20.0,20.97
99,407,150,198,305,405.08,68.0,399.81
78,406,318,130,379,319.69,61.0,312.04
36,157,346,51,441,0.0,124.0,145.35
29,380,144,452,224,118.61,7.0,117.44
47,98,412,166,273,193.63,48.0,188.71
17,106,418,140,363,69.08,28.0,69.08
86,210,314,443,211,352.29,70.0,346.49
21,102,406,160,344,86.02,12.0,86.02
64,292,355,81,427,274.52,60.0,258.22
76,400,155,160,218,318.04,64.0,305.15
56,391,148,196,165,232.95,42.0,224.75
58,244,344,205,152,245.07,36.0,233.01
60,221,136,433,179,250.44,45.0,241.41
119,97,434,326,112,481.66,129.0,477.22
5,215,146,231,134,20.97,22.0,20.97
14,214,309,172,347,57.74,24.0,57.74
103,73,424,262,129,419.24,103.0,413.14
86,369,342,316,123,352.92,54.0,345.16
11,236,287,207,321,46.01,21.0,46.01
32,239,301,163,225,151.3,31.0,131.05
93,238,335,412,158,386.02,76.0,375.63
70,300,117,204,300,298.48,38.0,281.94
6,116,386,124,365,24.31,21.0,24.31
64,164,267,69,460,258.48,40.0,256.72
83,317,117,173,328,346.24,59.0,333.35
65,190,164,289,348,272.14,42.0,260.28
52,327,352,175,249,216.58,42.0,208.72
23,78,415,140,347,93.68,14.0,93.68
50,165,258,273,120,209.92,40.0,202.65
4,138,369,127,382,17.56,21.0,17.56
1,308,352,314,350,6.83,10.0,6.83
59,85,420,168,239,239.95,53.0,237.61
39,164,364,166,228,172.51,48.0,158.37
124,135,384,415,157,508.49,148.0,499.52
89,229,339,331,120,368.91,85.0,359.88
36,345,129,212,145,149.53,21.0,145.43
18,433,190,384,138,78.64,24.0,74.05
79,178,339,300,121,336.07,76.0,318.94
5,81,415,72,434,22.73,21.0,22.73
101,264,121,94,427,411.59,56.0,405.73
31,418,311,448,199,127.25,27.0,124.43
93,375,338,210,149,385.22,72.0,372.88
7,230,338,219,314,28.56,22.0,28.56
15,97,387,57,428,68.84,24.0,61.08
14,226,328,173,338,57.14,26.0,57.14
49,179,357,188,178,205.15,21.0,197.4
74,446,205,251,345,310.62,56.0,297.41
83,390,330,307,113,342.33,69.0,332.33
109,98,429,443,261,468.39,114.0,437.07
48,427,166,392,327,200.75,40.0,194.17
31,237,290,162,235,135.05,33.0,124.02
16,278,350,342,346,68.49,16.0,65.66
36,239,303,163,209,152.91,20.0,146.23
27,182,353,178,252,122.5,20.0,110.94
122,432,171,115,367,501.58,103.0,491.43
52,444,200,343,350,219.99,45.0,211.65
102,298,113,108,398,423.37,73.0,410.0
77,101,401,375,340,315.35,82.0,310.04
29,174,245,179,349,130.5,30.0,116.84
37,231,328,112,399,159.44,35.0,148.41
85,445,194,176,199,345.71,60.0,340.09
47,86,415,236,342,196.48,40.0,188.04
34,214,329,101,389,137.85,40.0,137.85
23,91,438,125,360,92.08,31.0,92.08
87,440,259,173,269,368.4,62.0,351.58
3,269,119,280,115,12.66,20.0,12.66
75,291,110,222,318,321.01,54.0,301.29
100,452,224,142,354,415.22,64.0,402.74
25,128,388,202,324,100.51,27.0,100.51
85,211,311,348,124,370.79,78.0,341.42
102,417,158,208,317,424.82,100.0,411.02
107,61,427,260,119,432.63,108.0,428.53
58,372,125,171,191,240.68,20.0,232.58
19,272,354,206,342,81.7,7.0,78.77
127,352,127,84,439,518.32,89.0,511.53
84,83,407,213,148,351.82,86.0,339.23
24,212,314,137,366,96.54,18.0,96.54
104,119,373,325,110,423.09,102.0,416.89
31,234,337,120,360,130.6,12.0,126.01
19,128,362,98,426,76.43,27.0,76.43
82,263,128,143,376,335.56,50.0,330.53
124,88,434,345,129,503.73,132.0,498.7
8,450,212,431,187,33.46,23.0,32.87
78,142,384,239,128,322.81,72.0,314.95
49,123,363,175,214,201.85,39.0,198.1
100,144,367,340,128,409.63,91.0,403.68
54,166,258,342,351,232.04,60.0,218.04
10,228,307,190,301,40.49,22.0,40.49
51,320,347,165,247,215.45,34.0,205.79
66,370,340,392,136,269.46,23.0,266.05
53,265,125,186,279,227.95,41.0,213.99
94,398,138,255,348,391.68,67.0,379.88
123,375,132,122,411,502.92,68.0,492.86
105,176,338,425,169,436.98,108.0,423.32
5,185,349,176,329,23.73,24.0,23.73
118,451,238,88,433,487.19,77.0,475.04
109,165,369,380,134,447.76,105.0,438.88
67,268,118,187,326,287.65,50.0,271.45
31,178,290,185,170,129.24,27.0,125.38
49,219,306,204,146,219.71,29.0,196.68
18,451,235,427,300,80.36,27.0,74.94
81,298,110,194,347,333.55,49.0,324.52
97,389,135,216,309,431.21,81.0,389.98
115,368,125,115,374,473.95,77.0,460.58
10,113,376,146,351,43.36,24.0,43.36
4,88,422,79,407,18.73,11.0,18.73
14,270,122,327,119,58.24,26.0,58.24
99,235,328,397,152,411.65,95.0,396.09
125,89,428,352,131,504.56,157.0,500.11
4,146,346,132,353,16.9,12.0,16.9
17,178,331,231,292,69.15,24.0,69.15
27,121,389,209,337,109.54,33.0,109.54
77,80,426,183,176,311.19,65.0,308.5
34,123,377,184,277,140.92,37.0,137.17
77,191,281,355,128,321.51,66.0,311.79
35,110,384,194,284,145.34,23.0,143.58
20,133,363,92,430,83.98,33.0,83.98
2,89,400,97,393,10.9,22.0,10.9
12,326,354,279,345,50.73,18.0,50.73
7,208,326,186,344,29.46,25.0,29.46
14,183,323,237,337,59.8,24.0,59.8
97,299,349,293,116,406.99,98.0,390.65
29,169,365,273,340,134.11,31.0,119.91
43,378,139,217,141,180.25,36.0,175.91
67,199,161,117,373,275.04,44.0,271.76
20,93,398,159,359,82.15,31.0,82.15
112,399,155,157,349,464.53,116.0,451.65
65,168,239,352,130,280.78,39.0,263.89
120,110,414,358,129,485.62,134.0,482.59
92,190,316,450,209,375.39,71.0,368.08
79,412,163,175,221,330.04,52.0,316.66
28,165,348,98,434,114.34,16.0,113.75
40,187,176,193,324,172.43,38.0,160.43
21,136,373,74,431,86.02,23.0,86.02
69,374,140,162,226,290.55,56.0,279.52
22,376,334,294,346,89.8,7.0,88.97
70,92,409,184,183,286.39,61.0,282.88
8,337,349,368,344,33.07,13.0,33.07
4,117,393,100,386,19.9,11.0,19.9
85,145,371,275,116,344.95,87.0,341.68
2,201,339,191,343,11.66,20.0,11.66
7,142,368,115,372,28.66,22.0,28.66
52,168,219,321,124,219.78,28.0,210.41
33,211,153,170,269,147.18,31.0,135.91
69,234,303,441,279,288.91,57.0,277.59
74,154,347,259,129,303.69,76.0,297.25
49,168,248,118,407,201.35,25.0,199.59
101,374,341,239,130,423.5,126.0,407.5
5,120,383,115,364,21.07,11.0,21.07
77,433,289,180,273,322.36,54.0,311.78
96,439,287,165,211,397.65,72.0,385.65
78,272,340,251,123,327.91,67.0,315.02
45,89,419,220,300,180.29,33.0,180.29
77,80,412,352,349,315.59,73.0,310.52
62,193,309,412,312,253.38,48.0,249.24
12,444,224,436,177,50.31,12.0,50.31
94,442,191,192,337,393.42,62.0,377.87
29,446,230,387,135,125.2,11.0,119.44
14,171,363,196,316,57.36,25.0,57.36
104,197,318,410,159,438.84,120.0,419.12
126,125,403,396,137,510.3,126.0,506.69
79,163,225,409,155,333.76,48.0,319.32
112,294,109,76,419,458.8,65.0,448.36
50,166,222,122,384,210.55,34.0,203.52
18,257,347,197,351,84.87,27.0,74.18
34,408,151,284,119,141.01,35.0,137.25
25,51,439,126,372,0.0,21.0,102.75
88,250,132,123,404,357.78,42.0,352.16
10,213,330,178,349,42.87,24.0,42.87
80,412,310,136,391,332.08,43.0,321.49
60,82,416,281,354,241.84,53.0,241.25
35,184,292,194,160,148.53,27.0,143.6
77,120,395,222,144,316.36,86.0,311.43
54,330,349,162,247,229.28,47.0,217.87
24,179,261,240,329,108.88,28.0,98.54
66,420,307,181,346,283.72,52.0,265.92
70,163,355,415,308,289.89,59.0,282.82
80,209,331,305,110,327.01,84.0,321.74
77,448,208,195,159,314.84,53.0,309.22
20,139,352,191,304,83.25,26.0,80.91
67,431,185,303,347,279.62,43.0,270.79
24,424,174,444,262,101.6,20.0,97.94
18,177,326,239,298,73.6,25.0,73.6
51,174,259,278,120,213.37,46.0,204.92
115,379,127,135,384,470.36,59.0,462.4
11,92,411,71,450,47.7,13.0,47.7
31,216,327,168,219,137.88,29.0,127.88
32,408,153,443,268,136.81,34.0,131.98
34,220,302,126,401,137.94,23.0,137.94
60,334,350,117,376,247.27,56.0,241.02
89,175,284,402,139,369.1,73.0,359.72
100,242,298,379,129,420.21,93.0,403.91
83,369,340,87,441,344.61,46.0,335.19
116,347,131,112,407,476.3,71.0,464.59
124,394,145,114,382,510.89,92.0,499.17
27,172,239,230,288,122.84,18.0,110.88
8,213,307,237,329,57.21,24.0,33.7
27,151,362,80,442,109.41,33.0,109.41
126,88,438,351,126,515.9,158.0,507.46
6,301,114,324,120,25.49,11.0,25.49
12,395,155,436,174,51.21,3.0,48.87
9,135,373,153,344,36.46,23.0,36.46
89,370,123,208,309,371.04,56.0,359.76
11,195,293,233,308,52.66,12.0,44.21
17,162,341,124,394,68.74,38.0,68.74
105,180,335,426,164,448.46,100.0,422.66
53,125,382,311,349,217.17,55.0,212.1
127,324,123,47,440,0.0,190.0,511.09
10,198,314,176,283,40.11,23.0,40.11
53,171,268,86,429,216.68,82.0,213.61
127,102,422,376,129,515.52,152.0,511.9
2,78,419,80,410,9.83,11.0,9.83
83,197,159,77,426,335.23,92.0,334.3
127,104,428,371,126,515.52,129.0,510.83
17,94,389,51,442,0.0,116.0,70.81
86,226,324,328,109,351.98,76.0,345.19
76,401,157,166,221,322.04,66.0,307.49
70,269,344,448,203,288.79,55.0,282.65
95,158,363,331,117,387.74,99.0,383.88
30,147,356,177,263,123.95,32.0,121.37
113,116,408,451,219,465.35,105.0,455.69
21,215,333,138,350,84.04,32.0,84.04
36,69,438,176,344,145.94,55.0,145.94
42,362,345,232,300,179.71,30.0,171.08
120,297,111,72,457,489.5,70.0,481.98
49,184,271,97,427,198.66,35.0,198.66
26,234,129,166,206,123.47,28.0,107.51
104,135,381,447,223,429.65,93.0,419.85
122,400,156,124,358,498.09,77.0,490.37
69,170,281,324,110,292.58,57.0,278.72
64,297,352,81,415,258.18,51.0,257.01
110,288,112,73,414,446.49,81.0,442.04
58,213,152,160,346,245.27,45.0,235.31
90,228,142,96,427,365.82,42.0,360.2
22,146,350,81,408,95.61,31.0,89.02
80,443,213,227,332,325.84,55.0,320.04
118,377,144,137,391,483.09,84.0,473.62
53,437,176,249,132,219.2,45.0,214.51
6,193,332,203,309,27.14,24.0,27.14
59,182,284,41,438,0.0,162.0,238.26
3,210,151,199,157,13.49,21.0,13.49
101,440,192,177,269,424.05,81.0,406.09
64,60,425,275,344,258.01,47.0,256.84
23,186,273,154,343,98.67,19.0,95.25
20,230,326,168,280,81.05,13.0,81.05
69,405,322,152,352,283.85,38.0,276.2
89,330,113,199,347,368.14,58.0,357.35
30,256,343,145,352,126.18,33.0,122.18
110,439,188,139,350,458.05,100.0,440.49
13,186,356,208,310,55.7,18.0,55.11
66,154,376,212,152,268.89,44.0,265.04
96,453,247,168,253,397.27,81.0,387.03
62,364,345,404,154,255.15,41.0,251.15
38,172,190,293,115,162.41,33.0,153.82
48,232,139,186,296,204.05,38.0,192.2
99,421,170,189,283,408.91,71.0,396.36
118,125,373,386,136,484.68,140.0,472.72
22,314,112,235,141,99.7,31.0,91.6
99,176,328,437,192,406.22,70.0,396.18
43,178,178,219,331,171.64,22.0,172.47
8,115,417,90,398,32.87,12.0,32.87
29,440,184,433,295,125.11,23.0,118.87
66,173,360,409,314,276.31,73.0,266.41
62,346,127,421,309,257.69,55.0,251.35
38,176,346,171,207,178.23,43.0,154.33
12,183,172,165,215,50.46,26.0,50.46
0,206,305,204,308,3.83,22.0,3.83
37,447,231,367,338,156.92,39.0,151.27
33,86,410,185,326,133.79,37.0,133.79
74,67,443,315,347,331.5,77.0,298.53
69,294,346,70,449,290.02,48.0,276.61
85,144,380,434,285,351.53,88.0,343.05
23,197,326,165,246,100.43,29.0,93.25
58,342,345,127,361,237.12,36.0,232.4
23,123,405,171,330,94.88,38.0,94.88
63,209,338,240,129,263.97,67.0,255.87
66,58,436,161,247,270.72,66.0,266.13
68,188,337,260,119,291.04,65.0,273.62
30,135,376,236,326,136.54,20.0,121.71
47,74,427,180,299,196.88,54.0,188.29
114,132,375,375,139,463.58,137.0,456.79
61,295,353,179,183,252.07,47.0,244.79
76,201,340,285,111,315.55,71.0,307.01
32,110,388,210,313,131.07,46.0,131.07
68,394,327,153,377,287.31,58.0,273.07
46,224,136,393,148,189.43,29.0,185.57
18,141,372,99,427,72.4,28.0,72.4
31,181,334,160,224,150.64,21.0,127.81
10,177,193,195,160,40.46,26.0,40.46
25,331,116,236,132,108.9,32.0,101.63
48,189,170,189,350,207.36,42.0,194.08
24,78,432,154,376,99.2,14.0,99.2
2,143,356,134,357,9.41,22.0,9.41
62,165,234,351,346,263.97,67.0,250.21
10,169,246,186,281,42.04,26.0,42.04
127,84,405,368,140,520.24,130.0,511.8
42,96,402,172,286,174.59,40.0,171.08
5,66,430,75,447,20.73,23.0,20.73
12,188,334,148,354,48.28,28.0,48.28
127,88,416,371,132,525.42,164.0,510.87
19,288,108,226,144,85.01,8.0,78.67
59,172,235,332,116,271.37,54.0,237.41
46,447,207,305,117,191.48,49.0,184.55
20,154,347,221,315,80.25,26.0,80.25
20,304,354,378,338,81.21,31.0,80.63
92,447,207,196,301,387.78,73.0,369.05
33,164,243,249,336,146.51,32.0,134.65
63,249,125,224,311,267.65,51.0,252.18
