Bucket,start-x,start-y,goal-x,goal-y,dist,time(ms),optimal
36,113,396,175,288,150.11,71.0,147.76
6,114,375,139,380,27.07,19.0,27.07
85,63,423,194,162,343.75,126.0,342.82
89,453,253,165,369,370.88,108.0,358.53
77,452,214,236,333,318.52,92.0,310.87
44,195,315,360,344,182.08,44.0,179.5
66,173,272,398,325,268.35,93.0,265.18
3,82,436,90,424,15.31,19.0,15.31
33,288,345,167,355,134.84,31.0,134.25
97,235,140,363,341,396.56,160.0,388.36
42,300,113,436,189,179.72,74.0,168.65
72,217,139,142,382,287.91,63.0,288.15
107,403,144,236,290,435.05,199.0,431.43
36,388,136,252,131,146.46,35.0,145.53
87,67,462,181,174,348.48,114.0,349.3
41,229,325,94,396,164.41,24.0,164.41
40,258,342,160,227,164.97,52.0,163.79
45,358,345,186,328,186.01,71.0,180.7
45,216,320,84,443,187.05,51.0,182.95
109,446,224,111,371,449.36,110.0,438.29
26,229,328,141,370,105.4,29.0,105.4
39,195,290,116,415,158.31,35.0,157.72
99,445,218,182,264,411.82,176.0,396.75
12,106,384,89,425,48.04,21.0,48.04
107,278,123,86,435,432.32,123.0,430.22
66,216,328,257,126,267.35,90.0,267.01
74,405,159,314,348,306.25,77.0,298.74
49,93,415,179,262,201.74,92.0,199.98
2,296,122,292,114,9.66,10.0,9.66
64,194,308,277,122,260.48,85.0,259.55
6,101,419,118,400,26.04,19.0,26.04
33,175,207,184,331,134.94,31.0,134.36
32,169,278,133,367,128.24,33.0,128.24
14,222,325,175,349,56.94,23.0,56.94
75,224,329,286,118,305.74,90.0,303.63
41,190,302,103,429,165.28,59.0,164.69
23,85,429,132,356,92.47,14.0,92.47
41,169,219,157,360,165.02,45.0,165.02
23,174,346,181,265,93.01,34.0,93.01
64,261,351,210,148,261.66,75.0,257.81
91,419,302,111,411,372.99,98.0,365.68
49,102,392,163,251,200.84,70.0,199.08
127,434,184,101,416,521.8,178.0,511.9
24,175,263,182,351,99.18,37.0,99.18
40,48,438,170,339,0.0,20.0,163.01
17,159,348,122,403,70.33,25.0,70.33
52,230,302,71,427,210.78,33.0,210.78
36,237,289,131,386,146.18,70.0,146.18
21,138,351,101,422,86.33,31.0,86.33
104,182,317,426,172,426.46,187.0,419.88
16,47,436,109,425,0.0,19.0,66.56
88,218,142,77,412,356.3,108.0,354.79
13,193,346,216,300,56.11,16.0,55.53
43,259,343,165,217,182.75,64.0,173.14
48,114,376,167,235,196.55,59.0,194.79
34,421,304,438,178,142.5,23.0,139.67
78,196,157,449,213,317.25,77.0,312.81
22,173,334,245,295,88.15,29.0,88.15
3,375,129,387,135,14.49,19.0,14.49
18,190,321,137,367,72.05,25.0,72.05
6,66,449,50,431,24.63,9.0,24.63
25,142,351,182,282,104.98,30.0,103.23
35,116,364,181,274,145.37,30.0,143.02
11,448,225,442,182,46.07,13.0,45.49
85,228,338,438,190,347.62,118.0,341.62
107,381,143,167,358,435.39,135.0,431.78
112,376,135,150,378,453.53,136.0,450.5
112,385,147,152,362,453.02,134.0,448.23
111,258,124,44,436,0.0,384.0,445.19
81,314,120,221,327,329.66,82.0,327.56
69,204,152,444,187,282.04,40.0,279.35
14,128,380,176,358,57.11,13.0,57.11
29,146,348,82,441,119.51,34.0,119.51
12,165,346,124,367,49.7,19.0,49.7
33,364,127,239,138,135.8,26.0,134.87
87,197,327,347,124,353.07,135.0,350.62
26,280,123,193,166,106.57,42.0,104.81
29,206,309,120,388,118.72,27.0,118.72
25,252,336,163,365,103.25,31.0,102.67
23,304,120,221,145,93.36,20.0,93.36
90,71,466,187,166,363.06,118.0,362.13
127,92,412,376,135,515.66,286.0,511.46
119,90,408,347,123,482.03,256.0,477.83
123,318,109,56,427,500.36,154.0,495.67
57,381,339,412,153,233.35,69.0,229.35
93,208,147,432,286,383.15,143.0,374.22
12,87,423,120,388,48.67,14.0,48.67
69,440,268,210,333,287.31,64.0,277.89
11,248,337,217,306,47.36,26.0,47.36
